English,Translation,Dialect
Why is there a direct debit to my account? I didn't do that.,ليش في علي خصم انا ما عملتو؟,1
Help me! I don't know what my password is.,ساعدوني! مش عارف شو هي كلمة سر حسابي.,1
"I thought I knew my password but I guess I was wrong, what can I do now?",كنت مفكر اني بعرف كلمة السر لحسابي بس طلع لا، شو بقدر اعمل هسا؟,1
I am unable to access my app due to forgetting my passcode.,بقدرش أدخل عتطبيقي لأني ناسي كلمة السر.,1
I can't recall my password.,مش متذكر كلمة السر تبعتي.,1
What should I do if I don't know my password?,شو أسوي اذا ناسي كلمة السر تبعتي؟,1
Need a new passcode.,بحتاج كلمة سر جديدة.,1
I can't log in with this passocde,بقدرش أدخل كلمة السر هاي.,1
I forgot my passcode. Now what?,انسيت كلمة السر تبعتي، شو أسوي؟,1
What are the steps to reset my passcode?,شو أسوي لأعمل الي كلمة سر جديدة؟,1
I am unaware of what my password is.,بعرفش شو هي كلمة السر تبعتي.,1
I can't remember my passcode.,مش عارفة اتذكر كلمة السر يللي الي.,1
I forgot my code,انسيت الرمز تبعي.,1
The passcode isn't working for me.,مش عم تشتغل كلمة السر معي.,1
Is there a way to recover my password?,في طريقة اترجعلي كلمة السر تبعتي؟,1
What is my password?,شو كلمة سري؟,1
I forgot my password to get into the app!,انسيت كلمة السر تبعتي اللي بدخل فيها عالتطبيق!,1
Why doesn't my passcode work?,ليش ما بتشتغل كلمة السر تبعتي؟,1
I forgot the passcode on my app.,انسيت الرقم السري تبع تطبيقي.,1
I seem to of forgotten my passcode.,شكلي انسيت الرقم السري تبعتي.,1
I do not understand why my pass-code is not working.,مش فاهم ليش ما بتشتغل الرقم السري تبعي.,1
My passcode won't work.,مش راضي يشتغل الرقم السري تبعي.,1
How do I reset my passcode?,كيف بقدر أعمل رقم سري تاني؟,1
Not sure what my password is.,مش متاكد شو كلمة السر تبعتي.,1
how to recover my passcode,كيف برجع الرقم السري تبعي؟,1
I don't remember my login code,مش متذكر رقم الدخول تبعي.,1
I need a new login code,بدي رمز دخول جديد.,1
Help! I forgot my password.,ساعدوني، انسيت كلمة السر تبعتي.,1
I happened to forget my passcode,انسيت الرقم السري تبعي.,1
"What is going on, I have entered my passcode and its not working",شو عم بصير، دخلت كلمة السر تبعتي بس مش عم تشتغل.,1
Passcode retrieval,استعيد كلمة السر.,1
I would like to better understand why my pass-code is not working.,بدي افهم منيح ليش مش عم تنقبل كلمة السر تبعتي.,1
I can't find my code,مش ملاقي الرمز تبعي.,1
My password doesn't work.,كلمة السر تبعتي بتشتغلش.,1
I don't know the code for the app.,بعرفش الرقم السري للتطبيق.,1
Please help me. I don't know my code to get into the app.,ساعدني لو سمحت، مش عارف شو الكود اللي بدخلني عالتطبيق.,1
"I used to know my password, but not anymore.",كنت بعرف كلمة السر تبعتي بس بطلت.,1
I've forgotten my passcode. Can I reset?,انسيت الرقم السري تبعي، بقدر ارجع أعمل واحد؟,1
I am entering my passcode but getting an error.,بدخل رقمي السري بس ببين انه في خطأ.,1
I don't remember my password,بتذكرش كلمتي السرية.,1
Where can I get a new passcode?,من وين بقدر اخد رقم سري جديد؟,1
What are the steps for changing my passcode?,شو خطوات تغيير رقمي السري؟,1
I lost the code and can not get into the app. Help!,ضيعت الكود ومش قادر أدخل التطبيق، ساعدوني!,1
I think my passcode was changed,أظن في حدا مغير رقمي السري.,1
How can I reset the passcode if I need to do that?,كيف أعمل رقم سري جديد أذا احتجت؟,1
I can't log into my account because I lost my password,بقدرش أدخل حسابي لأني ضيعت الباسورد تبعي.,1
What do I do if I can't access my passcode?,شو أعمل اذا ما اخدت كلمتي السرية؟,1
The app passcode has completely slipped my mind.,انسيت الرقم السري للتطبيق بالمرة.,1
Can you help me reset my passcode? I forgot it.,بتقدر اتساعدني اني أعمل رقم سري جديد لأني انسيته؟,1
How do I change my passcode?,كيف بغير رقمي السري؟,1
I cannot remember my passcode.,مبقدرش أتذكر رقمي السري.,1
I don't have a password.,معنديش كلمة سر.,1
Where do I go to reset my passcode?,من وين أعمل رقم سري جديد الي؟,1
What do I do if I forgot my passcode?,شو أعمل اذا نسيت رقمي السري؟,1
I've completely forgot the code to get into the app.,انسيت بالمرة الرقم السري اللي بدخلني عالتطبيق.,1
How can I go about resetting my passcode?,كيف ممكن أرجع أغير رقمي السري؟,1
How can I change my password?,كيف بقدر أغير كلمة السر تبعتي؟,1
Is there a way to reset the passcode?,في طريقة أقدر أرجع أغير فيها رقمي السري؟,1
I can't log in,بقدرش أدخل.,1
Help! I've forgot my app passcode!,ساعدوني! ناسي الرقم السري تبع تطبيقي!,1
"I need to reset my passcode, this one isn't working",بحتاج اني أعيد تغيير رقمي السري لأنه هاد ما بشتغل.,1
I don't remember my passcode?,مش قادر اتزكر رقمي السري.,1
What do I do if I have forgotten my passcode?,شو أسوي اذا نسيت رقمي السري؟,1
Can you tell me my code to get into the app?,بتقدر اتقلي الكود تبعي عشان أدخل التطبيق؟,1
"I cannot remember my passcode, is there a way to retrieve it?",مش قادر أتزكر رقمي السري، في طريقة أطلعه؟,1
